Time [us],Protocol,Packet Length (Layer 3) [Byte]
98194937,IEC 60870-5 ASDU,292
98194937,IEC 60870-5 ASDU,252
98294556,IEC 60870-5 ASDU,292
98294556,IEC 60870-5 ASDU,252
98395055,IEC 60870-5 ASDU,292
98395056,IEC 60870-5 ASDU,252
98437317,TCP,46
98466553,TCP,46
98474615,IEC 60870-5-104,46
98494949,IEC 60870-5 ASDU,292
98494950,IEC 60870-5 ASDU,252
98594931,IEC 60870-5 ASDU,292
98594931,IEC 60870-5 ASDU,252
98695230,IEC 60870-5 ASDU,292
98695230,IEC 60870-5 ASDU,252
98794565,IEC 60870-5 ASDU,292
98794566,IEC 60870-5 ASDU,252
98886590,TCP,46
98894958,IEC 60870-5 ASDU,292
98894958,IEC 60870-5 ASDU,252
98994993,IEC 60870-5 ASDU,292
98994993,IEC 60870-5 ASDU,252
99094627,IEC 60870-5 ASDU,292
99094627,IEC 60870-5 ASDU,252
99194489,IEC 60870-5 ASDU,292
99194578,IEC 60870-5 ASDU,252
99236618,TCP,46
99294686,IEC 60870-5 ASDU,292
99294686,IEC 60870-5 ASDU,252
99394536,IEC 60870-5 ASDU,292
99394536,IEC 60870-5 ASDU,252
99494591,IEC 60870-5 ASDU,292
99494591,IEC 60870-5 ASDU,252
99594837,IEC 60870-5 ASDU,292
99594837,IEC 60870-5 ASDU,252
99637087,TCP,46
99694874,IEC 60870-5 ASDU,292
99694875,IEC 60870-5 ASDU,252
99794896,IEC 60870-5 ASDU,292
99794897,IEC 60870-5 ASDU,252
99894476,IEC 60870-5 ASDU,292
99894477,IEC 60870-5 ASDU,252
99994459,IEC 60870-5 ASDU,292
99994460,IEC 60870-5 ASDU,252
100087139,TCP,46
100094544,IEC 60870-5 ASDU,292
100094544,IEC 60870-5 ASDU,252
100194488,IEC 60870-5 ASDU,292
100194489,IEC 60870-5 ASDU,252
100294457,IEC 60870-5 ASDU,292
100294458,IEC 60870-5 ASDU,252
100394448,IEC 60870-5 ASDU,292
100394448,IEC 60870-5 ASDU,252
100437125,TCP,46
100494827,IEC 60870-5 ASDU,292
100494828,IEC 60870-5 ASDU,252
100584730,IEC 60870-5 ASDU,292
100584731,IEC 60870-5 ASDU,252
100694402,IEC 60870-5 ASDU,292
100694402,IEC 60870-5 ASDU,252
100794591,IEC 60870-5 ASDU,292
100794592,IEC 60870-5 ASDU,252
100836632,TCP,46
100894368,IEC 60870-5 ASDU,292
100894369,IEC 60870-5 ASDU,252
100994645,IEC 60870-5 ASDU,292
100994646,IEC 60870-5 ASDU,252
101094409,IEC 60870-5 ASDU,292
101094409,IEC 60870-5 ASDU,252
101194373,IEC 60870-5 ASDU,292
101194373,IEC 60870-5 ASDU,252
101237101,TCP,46
101294712,IEC 60870-5 ASDU,292
101294714,IEC 60870-5 ASDU,252
101394601,IEC 60870-5 ASDU,292
101394601,IEC 60870-5 ASDU,252
101494296,IEC 60870-5 ASDU,292
101494296,IEC 60870-5 ASDU,252
101594327,IEC 60870-5 ASDU,292
101594327,IEC 60870-5 ASDU,252
101626932,TCP,46
101694364,IEC 60870-5 ASDU,292
101694364,IEC 60870-5 ASDU,252
101794450,IEC 60870-5 ASDU,292
101794450,IEC 60870-5 ASDU,252
101894734,IEC 60870-5 ASDU,292
101894736,IEC 60870-5 ASDU,252
101994470,IEC 60870-5 ASDU,292
101994471,IEC 60870-5 ASDU,252
102036956,TCP,46
102094827,IEC 60870-5 ASDU,292
102094828,IEC 60870-5 ASDU,252
102194662,IEC 60870-5 ASDU,292
102194663,IEC 60870-5 ASDU,252
102294231,IEC 60870-5 ASDU,292
102294231,IEC 60870-5 ASDU,252
102394774,IEC 60870-5 ASDU,292
102394775,IEC 60870-5 ASDU,252
102436850,TCP,46
102494496,IEC 60870-5 ASDU,292
102494497,IEC 60870-5 ASDU,252
102594643,IEC 60870-5 ASDU,292
102594643,IEC 60870-5 ASDU,252
102694156,IEC 60870-5 ASDU,292
102694323,IEC 60870-5 ASDU,252
102794177,IEC 60870-5 ASDU,292
102794178,IEC 60870-5 ASDU,252
102856661,TCP,46
102894910,IEC 60870-5 ASDU,292
102894910,IEC 60870-5 ASDU,252
102994639,IEC 60870-5 ASDU,292
102994639,IEC 60870-5 ASDU,252
103094208,IEC 60870-5 ASDU,292
103094209,IEC 60870-5 ASDU,252
103194249,IEC 60870-5 ASDU,292
103194250,IEC 60870-5 ASDU,252
103286204,TCP,46
103294675,IEC 60870-5 ASDU,292
103294675,IEC 60870-5 ASDU,252
103394061,IEC 60870-5 ASDU,292
103394170,IEC 60870-5 ASDU,252
103494488,IEC 60870-5 ASDU,292
103494488,IEC 60870-5 ASDU,252
103594591,IEC 60870-5 ASDU,292
103594591,IEC 60870-5 ASDU,252
103642217,TCP,46
103694471,IEC 60870-5 ASDU,292
103694471,IEC 60870-5 ASDU,252
103794591,IEC 60870-5 ASDU,292
103794591,IEC 60870-5 ASDU,252
103894592,IEC 60870-5 ASDU,292
103894611,IEC 60870-5 ASDU,252
103994474,IEC 60870-5 ASDU,292
103994475,IEC 60870-5 ASDU,252
104036707,TCP,46
104094627,IEC 60870-5 ASDU,292
104094629,IEC 60870-5 ASDU,252
104194402,IEC 60870-5 ASDU,292
104194402,IEC 60870-5 ASDU,252
104294641,IEC 60870-5 ASDU,292
104294641,IEC 60870-5 ASDU,252
104394074,IEC 60870-5 ASDU,292
104394074,IEC 60870-5 ASDU,252
104446292,TCP,46
104494135,IEC 60870-5 ASDU,292
104494136,IEC 60870-5 ASDU,252
104594002,IEC 60870-5 ASDU,292
104594002,IEC 60870-5 ASDU,252
104694393,IEC 60870-5 ASDU,292
104694394,IEC 60870-5 ASDU,252
104794457,IEC 60870-5 ASDU,292
104794457,IEC 60870-5 ASDU,252
104850239,TCP,46
104894493,IEC 60870-5 ASDU,292
104894495,IEC 60870-5 ASDU,252
104994304,IEC 60870-5 ASDU,292
104994304,IEC 60870-5 ASDU,252
105094727,IEC 60870-5 ASDU,292
105094727,IEC 60870-5 ASDU,252
105194024,IEC 60870-5 ASDU,292
105194024,IEC 60870-5 ASDU,252
105246198,TCP,46
105294235,IEC 60870-5 ASDU,292
105294235,IEC 60870-5 ASDU,252
105394249,IEC 60870-5 ASDU,292
105394250,IEC 60870-5 ASDU,252
105494322,IEC 60870-5 ASDU,292
105494322,IEC 60870-5 ASDU,252
105593856,IEC 60870-5 ASDU,292
105594014,IEC 60870-5 ASDU,252
105635960,TCP,46
105693974,IEC 60870-5 ASDU,292
105693975,IEC 60870-5 ASDU,252
105794239,IEC 60870-5 ASDU,292
105794240,IEC 60870-5 ASDU,252
105893853,IEC 60870-5 ASDU,292
105893855,IEC 60870-5 ASDU,252
105994121,IEC 60870-5 ASDU,292
105994121,IEC 60870-5 ASDU,252
106035974,TCP,46
106094155,IEC 60870-5 ASDU,292
106094156,IEC 60870-5 ASDU,252
106194358,IEC 60870-5 ASDU,292
106194359,IEC 60870-5 ASDU,252
106294221,IEC 60870-5 ASDU,292
106294221,IEC 60870-5 ASDU,252
106393839,IEC 60870-5 ASDU,292
106393840,IEC 60870-5 ASDU,252
106416559,TCP,46
106494229,IEC 60870-5 ASDU,292
106494229,IEC 60870-5 ASDU,252
106593705,IEC 60870-5 ASDU,292
106593992,IEC 60870-5 ASDU,252
106694334,IEC 60870-5 ASDU,292
106694335,IEC 60870-5 ASDU,252
106794208,IEC 60870-5 ASDU,292
106794209,IEC 60870-5 ASDU,252
106826226,TCP,46
106894250,IEC 60870-5 ASDU,292
106894251,IEC 60870-5 ASDU,252
106993845,IEC 60870-5 ASDU,292
106993846,IEC 60870-5 ASDU,252
107093805,IEC 60870-5 ASDU,292
107093806,IEC 60870-5 ASDU,252
107194063,IEC 60870-5 ASDU,292
107194064,IEC 60870-5 ASDU,252
107235942,TCP,46
107294186,IEC 60870-5 ASDU,292
107294187,IEC 60870-5 ASDU,252
107393806,IEC 60870-5 ASDU,292
107393807,IEC 60870-5 ASDU,252
107493806,IEC 60870-5 ASDU,292
107493807,IEC 60870-5 ASDU,252
107603836,IEC 60870-5 ASDU,292
107604008,IEC 60870-5 ASDU,252
107646002,TCP,46
107694106,IEC 60870-5 ASDU,292
107694107,IEC 60870-5 ASDU,252
107794056,IEC 60870-5 ASDU,292
107794057,IEC 60870-5 ASDU,252
107893720,IEC 60870-5 ASDU,292
107893720,IEC 60870-5 ASDU,252
108003704,IEC 60870-5 ASDU,292
108003704,IEC 60870-5 ASDU,252
108056194,TCP,46
108093714,IEC 60870-5 ASDU,292
108093715,IEC 60870-5 ASDU,252
108193587,IEC 60870-5 ASDU,292
108193587,IEC 60870-5 ASDU,252
108284442,IEC 60870-5 ASDU,292
108284444,IEC 60870-5 ASDU,252
108403801,IEC 60870-5 ASDU,292
108403801,IEC 60870-5 ASDU,252
108486011,TCP,46
108494173,IEC 60870-5 ASDU,292
108494174,IEC 60870-5 ASDU,252
108594115,IEC 60870-5 ASDU,292
108594116,IEC 60870-5 ASDU,252
108694087,IEC 60870-5 ASDU,292
108694087,IEC 60870-5 ASDU,252
108803872,IEC 60870-5 ASDU,292
108803872,IEC 60870-5 ASDU,252
108836034,TCP,46
108894128,IEC 60870-5 ASDU,292
108894128,IEC 60870-5 ASDU,252
108994025,IEC 60870-5 ASDU,292
109009954,IEC 60870-5 ASDU,252
109094076,IEC 60870-5 ASDU,292
109094076,IEC 60870-5 ASDU,252
109193759,IEC 60870-5 ASDU,292
109193760,IEC 60870-5 ASDU,252
109235744,TCP,46
109293696,IEC 60870-5 ASDU,292
109293696,IEC 60870-5 ASDU,252
109394022,IEC 60870-5 ASDU,292
109394023,IEC 60870-5 ASDU,252
109493584,IEC 60870-5 ASDU,292
109493584,IEC 60870-5 ASDU,252
109593624,IEC 60870-5 ASDU,292
109593625,IEC 60870-5 ASDU,252
109635592,TCP,46
109693758,IEC 60870-5 ASDU,292
109693759,IEC 60870-5 ASDU,252
109793866,IEC 60870-5 ASDU,292
109793867,IEC 60870-5 ASDU,252
109893903,IEC 60870-5 ASDU,292
109893904,IEC 60870-5 ASDU,252
109993762,IEC 60870-5 ASDU,292
109993763,IEC 60870-5 ASDU,252
110035582,TCP,46
110093480,IEC 60870-5 ASDU,292
110093481,IEC 60870-5 ASDU,252
110193522,IEC 60870-5 ASDU,292
110193522,IEC 60870-5 ASDU,252
110293958,IEC 60870-5 ASDU,292
110293958,IEC 60870-5 ASDU,252
110393528,IEC 60870-5 ASDU,292
110393529,IEC 60870-5 ASDU,252
110435517,TCP,46
110493877,IEC 60870-5 ASDU,292
110493878,IEC 60870-5 ASDU,252
110593475,IEC 60870-5 ASDU,292
110593475,IEC 60870-5 ASDU,252
110693241,IEC 60870-5 ASDU,292
110693241,IEC 60870-5 ASDU,252
110793453,IEC 60870-5 ASDU,292
110793453,IEC 60870-5 ASDU,252
110835503,TCP,46
110893807,IEC 60870-5 ASDU,292
110893808,IEC 60870-5 ASDU,252
110993403,IEC 60870-5 ASDU,292
110993403,IEC 60870-5 ASDU,252
111093193,IEC 60870-5 ASDU,292
111093193,IEC 60870-5 ASDU,252
111193594,IEC 60870-5 ASDU,292
111193594,IEC 60870-5 ASDU,252
111235763,TCP,46
111293988,IEC 60870-5 ASDU,292
111293988,IEC 60870-5 ASDU,252
111393397,IEC 60870-5 ASDU,292
111393398,IEC 60870-5 ASDU,252
111493336,IEC 60870-5 ASDU,292
111493336,IEC 60870-5 ASDU,252
111593657,IEC 60870-5 ASDU,292
111593658,IEC 60870-5 ASDU,252
111635760,TCP,46
111693316,IEC 60870-5 ASDU,292
111693316,IEC 60870-5 ASDU,252
111793301,IEC 60870-5 ASDU,292
111793301,IEC 60870-5 ASDU,252
111893905,IEC 60870-5 ASDU,292
111893906,IEC 60870-5 ASDU,252
111993811,IEC 60870-5 ASDU,292
111993811,IEC 60870-5 ASDU,252
112035765,TCP,46
112093955,IEC 60870-5 ASDU,292
112093957,IEC 60870-5 ASDU,252
112193341,IEC 60870-5 ASDU,292
112193341,IEC 60870-5 ASDU,252
112303915,IEC 60870-5 ASDU,292
112303915,IEC 60870-5 ASDU,252
112393841,IEC 60870-5 ASDU,292
112393842,IEC 60870-5 ASDU,252
112435662,TCP,46
112493872,IEC 60870-5 ASDU,292
112493873,IEC 60870-5 ASDU,252
112593576,IEC 60870-5 ASDU,292
112593576,IEC 60870-5 ASDU,252
112693173,IEC 60870-5 ASDU,292
112693174,IEC 60870-5 ASDU,252
112793289,IEC 60870-5 ASDU,292
112793289,IEC 60870-5 ASDU,252
112835686,TCP,46
112893231,IEC 60870-5 ASDU,292
112893232,IEC 60870-5 ASDU,252
112993360,IEC 60870-5 ASDU,292
112993360,IEC 60870-5 ASDU,252
113103631,IEC 60870-5 ASDU,292
113103632,IEC 60870-5 ASDU,252
113193124,IEC 60870-5 ASDU,292
113193125,IEC 60870-5 ASDU,252
113235635,TCP,46
113293277,IEC 60870-5 ASDU,292
113293277,IEC 60870-5 ASDU,252
113393150,IEC 60870-5 ASDU,292
113393151,IEC 60870-5 ASDU,252
113493512,IEC 60870-5 ASDU,292
113493512,IEC 60870-5 ASDU,252
113593770,IEC 60870-5 ASDU,292
113593771,IEC 60870-5 ASDU,252
113635689,TCP,46
113693105,IEC 60870-5 ASDU,292
113693105,IEC 60870-5 ASDU,252
113793443,IEC 60870-5 ASDU,292
113793443,IEC 60870-5 ASDU,252
113893415,IEC 60870-5 ASDU,292
113893416,IEC 60870-5 ASDU,252
113993148,IEC 60870-5 ASDU,292
113993148,IEC 60870-5 ASDU,252
114035740,TCP,46
114093087,IEC 60870-5 ASDU,292
114093087,IEC 60870-5 ASDU,252
114193098,IEC 60870-5 ASDU,292
114193099,IEC 60870-5 ASDU,252
114293103,IEC 60870-5 ASDU,292
114293104,IEC 60870-5 ASDU,252
114393150,IEC 60870-5 ASDU,292
114393151,IEC 60870-5 ASDU,252
114435536,TCP,46
114493590,IEC 60870-5 ASDU,292
114493591,IEC 60870-5 ASDU,252
114593321,IEC 60870-5 ASDU,292
114593322,IEC 60870-5 ASDU,252
114692929,IEC 60870-5 ASDU,292
114692929,IEC 60870-5 ASDU,252
114793402,IEC 60870-5 ASDU,292
114793402,IEC 60870-5 ASDU,252
114835634,TCP,46
114892942,IEC 60870-5 ASDU,292
114893004,IEC 60870-5 ASDU,252
114992885,IEC 60870-5 ASDU,292
114992956,IEC 60870-5 ASDU,252
115093346,IEC 60870-5 ASDU,292
115093346,IEC 60870-5 ASDU,252
115193273,IEC 60870-5 ASDU,292
115193275,IEC 60870-5 ASDU,252
115235448,TCP,46
115292919,IEC 60870-5 ASDU,292
115292920,IEC 60870-5 ASDU,252
115392926,IEC 60870-5 ASDU,292
115392926,IEC 60870-5 ASDU,252
115493395,IEC 60870-5 ASDU,292
115493395,IEC 60870-5 ASDU,252
115592973,IEC 60870-5 ASDU,292
115592974,IEC 60870-5 ASDU,252
115635563,TCP,46
115692989,IEC 60870-5 ASDU,292
115692990,IEC 60870-5 ASDU,252
115793040,IEC 60870-5 ASDU,292
115793041,IEC 60870-5 ASDU,252
115902921,IEC 60870-5 ASDU,292
115902922,IEC 60870-5 ASDU,252
115992929,IEC 60870-5 ASDU,292
115992929,IEC 60870-5 ASDU,252
116035606,TCP,46
116093269,IEC 60870-5 ASDU,292
116093270,IEC 60870-5 ASDU,252
116193278,IEC 60870-5 ASDU,292
116193278,IEC 60870-5 ASDU,252
116303623,IEC 60870-5 ASDU,292
116303624,IEC 60870-5 ASDU,252
116392821,IEC 60870-5 ASDU,292
116392821,IEC 60870-5 ASDU,252
116434967,TCP,46
116492823,IEC 60870-5 ASDU,292
116492824,IEC 60870-5 ASDU,252
116592911,IEC 60870-5 ASDU,292
116592911,IEC 60870-5 ASDU,252
116703301,IEC 60870-5 ASDU,292
116703302,IEC 60870-5 ASDU,252
116792755,IEC 60870-5 ASDU,292
116792755,IEC 60870-5 ASDU,252
116835353,TCP,46
116893443,IEC 60870-5 ASDU,292
116893444,IEC 60870-5 ASDU,252
116993189,IEC 60870-5 ASDU,292
116993189,IEC 60870-5 ASDU,252
117103445,IEC 60870-5 ASDU,292
117103445,IEC 60870-5 ASDU,252
117192769,IEC 60870-5 ASDU,292
117192818,IEC 60870-5 ASDU,252
117234844,TCP,46
117292930,IEC 60870-5 ASDU,292
117292931,IEC 60870-5 ASDU,252
117392766,IEC 60870-5 ASDU,292
117392766,IEC 60870-5 ASDU,252
117493428,IEC 60870-5 ASDU,292
117493429,IEC 60870-5 ASDU,252
117593347,IEC 60870-5 ASDU,292
117593347,IEC 60870-5 ASDU,252
117635080,TCP,46
117692766,IEC 60870-5 ASDU,292
117692766,IEC 60870-5 ASDU,252
117793003,IEC 60870-5 ASDU,292
117793004,IEC 60870-5 ASDU,252
117903256,IEC 60870-5 ASDU,292
117903256,IEC 60870-5 ASDU,252
117992868,IEC 60870-5 ASDU,292
117992869,IEC 60870-5 ASDU,252
118035140,TCP,46
118092883,IEC 60870-5 ASDU,292
118092883,IEC 60870-5 ASDU,252
118193166,IEC 60870-5 ASDU,292
118193167,IEC 60870-5 ASDU,252
118303142,IEC 60870-5 ASDU,292
118303142,IEC 60870-5 ASDU,252
118393091,IEC 60870-5 ASDU,292
118393092,IEC 60870-5 ASDU,252
118435279,TCP,46
118464787,TCP,46
118473204,IEC 60870-5-104,46
118493240,IEC 60870-5 ASDU,292
118493241,IEC 60870-5 ASDU,252
118583226,IEC 60870-5 ASDU,292
118583227,IEC 60870-5 ASDU,252
118693045,IEC 60870-5 ASDU,292
118693046,IEC 60870-5 ASDU,252
118792939,IEC 60870-5 ASDU,292
118792939,IEC 60870-5 ASDU,252
118875252,TCP,46
118883232,IEC 60870-5 ASDU,292
118906890,IEC 60870-5 ASDU,252
118992631,IEC 60870-5 ASDU,292
118992631,IEC 60870-5 ASDU,252
119093040,IEC 60870-5 ASDU,292
119093040,IEC 60870-5 ASDU,252
119192997,IEC 60870-5 ASDU,292
119192998,IEC 60870-5 ASDU,252
119235015,TCP,46
119292507,IEC 60870-5 ASDU,292
119292509,IEC 60870-5 ASDU,252
119392549,IEC 60870-5 ASDU,292
119392549,IEC 60870-5 ASDU,252
119502654,IEC 60870-5 ASDU,292
119502655,IEC 60870-5 ASDU,252
119592593,IEC 60870-5 ASDU,292
119592593,IEC 60870-5 ASDU,252
119634993,TCP,46
119692935,IEC 60870-5 ASDU,292
119692936,IEC 60870-5 ASDU,252
119792498,IEC 60870-5 ASDU,292
119792499,IEC 60870-5 ASDU,252
119902736,IEC 60870-5 ASDU,292
119902737,IEC 60870-5 ASDU,252
119992486,IEC 60870-5 ASDU,292
119992487,IEC 60870-5 ASDU,252
120034760,TCP,46
120092573,IEC 60870-5 ASDU,292
120092574,IEC 60870-5 ASDU,252
120192516,IEC 60870-5 ASDU,292
120192517,IEC 60870-5 ASDU,252
120302850,IEC 60870-5 ASDU,292
120302850,IEC 60870-5 ASDU,252
120392373,IEC 60870-5 ASDU,292
120392373,IEC 60870-5 ASDU,252
120434968,TCP,46
120492506,IEC 60870-5 ASDU,292
120492506,IEC 60870-5 ASDU,252
120592906,IEC 60870-5 ASDU,292
120592907,IEC 60870-5 ASDU,252
120693075,IEC 60870-5 ASDU,292
120693075,IEC 60870-5 ASDU,252
120792617,IEC 60870-5 ASDU,292
120792617,IEC 60870-5 ASDU,252
120834809,TCP,46
120892594,IEC 60870-5 ASDU,292
120892594,IEC 60870-5 ASDU,252
120992381,IEC 60870-5 ASDU,292
120992382,IEC 60870-5 ASDU,252
121083195,IEC 60870-5 ASDU,292
121083196,IEC 60870-5 ASDU,252
121192412,IEC 60870-5 ASDU,292
121192414,IEC 60870-5 ASDU,252
121240328,TCP,46
121292413,IEC 60870-5 ASDU,292
121292413,IEC 60870-5 ASDU,252
121392772,IEC 60870-5 ASDU,292
121392774,IEC 60870-5 ASDU,252
121502420,IEC 60870-5 ASDU,292
121502420,IEC 60870-5 ASDU,252
121592359,IEC 60870-5 ASDU,292
121592359,IEC 60870-5 ASDU,252
121635122,TCP,46
121692361,IEC 60870-5 ASDU,292
121692361,IEC 60870-5 ASDU,252
121792354,IEC 60870-5 ASDU,292
121792354,IEC 60870-5 ASDU,252
121892278,IEC 60870-5 ASDU,292
121892278,IEC 60870-5 ASDU,252
121992259,IEC 60870-5 ASDU,292
121992259,IEC 60870-5 ASDU,252
122034996,TCP,46
122092244,IEC 60870-5 ASDU,292
122092244,IEC 60870-5 ASDU,252
122192294,IEC 60870-5 ASDU,292
122192295,IEC 60870-5 ASDU,252
122302588,IEC 60870-5 ASDU,292
122302589,IEC 60870-5 ASDU,252
122392277,IEC 60870-5 ASDU,292
122392277,IEC 60870-5 ASDU,252
122434993,TCP,46
122492231,IEC 60870-5 ASDU,292
122492231,IEC 60870-5 ASDU,252
122592698,IEC 60870-5 ASDU,292
122592698,IEC 60870-5 ASDU,252
122692180,IEC 60870-5 ASDU,292
122692180,IEC 60870-5 ASDU,252
122792253,IEC 60870-5 ASDU,292
122792254,IEC 60870-5 ASDU,252
122834604,TCP,46
122892250,IEC 60870-5 ASDU,292
122892252,IEC 60870-5 ASDU,252
122992207,IEC 60870-5 ASDU,292
122992207,IEC 60870-5 ASDU,252
123092794,IEC 60870-5 ASDU,292
123092795,IEC 60870-5 ASDU,252
123202780,IEC 60870-5 ASDU,292
123202781,IEC 60870-5 ASDU,252
123234613,TCP,46
123292810,IEC 60870-5 ASDU,292
123292811,IEC 60870-5 ASDU,252
123392145,IEC 60870-5 ASDU,292
123392146,IEC 60870-5 ASDU,252
123492136,IEC 60870-5 ASDU,292
123492136,IEC 60870-5 ASDU,252
123592524,IEC 60870-5 ASDU,292
123592524,IEC 60870-5 ASDU,252
123634419,TCP,46
123692096,IEC 60870-5 ASDU,292
123692097,IEC 60870-5 ASDU,252
123791963,IEC 60870-5 ASDU,292
123791963,IEC 60870-5 ASDU,252
123892097,IEC 60870-5 ASDU,292
123892098,IEC 60870-5 ASDU,252
123982557,IEC 60870-5 ASDU,292
123982558,IEC 60870-5 ASDU,252
124014236,TCP,46
124092628,IEC 60870-5 ASDU,292
124092628,IEC 60870-5 ASDU,252
124192500,IEC 60870-5 ASDU,292
124192501,IEC 60870-5 ASDU,252
124292438,IEC 60870-5 ASDU,292
124292439,IEC 60870-5 ASDU,252
124392448,IEC 60870-5 ASDU,292
124392449,IEC 60870-5 ASDU,252
124434456,TCP,46
124492477,IEC 60870-5 ASDU,292
124492478,IEC 60870-5 ASDU,252
124592050,IEC 60870-5 ASDU,292
124592050,IEC 60870-5 ASDU,252
124692375,IEC 60870-5 ASDU,292
124692376,IEC 60870-5 ASDU,252
124802645,IEC 60870-5 ASDU,292
124802646,IEC 60870-5 ASDU,252
124892377,IEC 60870-5 ASDU,292
124892378,IEC 60870-5 ASDU,252
124914670,TCP,46
124992007,IEC 60870-5 ASDU,292
124992008,IEC 60870-5 ASDU,252
125092075,IEC 60870-5 ASDU,292
125092075,IEC 60870-5 ASDU,252
125202535,IEC 60870-5 ASDU,292
125202536,IEC 60870-5 ASDU,252
125234063,TCP,46
125291897,IEC 60870-5 ASDU,292
125291897,IEC 60870-5 ASDU,252
125392228,IEC 60870-5 ASDU,292
125392228,IEC 60870-5 ASDU,252
125492320,IEC 60870-5 ASDU,292
125492321,IEC 60870-5 ASDU,252
125592381,IEC 60870-5 ASDU,292
125592382,IEC 60870-5 ASDU,252
125634009,TCP,46
125691986,IEC 60870-5 ASDU,292
125691986,IEC 60870-5 ASDU,252
125792341,IEC 60870-5 ASDU,292
125792341,IEC 60870-5 ASDU,252
125892189,IEC 60870-5 ASDU,292
125892189,IEC 60870-5 ASDU,252
125992326,IEC 60870-5 ASDU,292
125992326,IEC 60870-5 ASDU,252
126034573,TCP,46
126092295,IEC 60870-5 ASDU,292
126092296,IEC 60870-5 ASDU,252
126192315,IEC 60870-5 ASDU,292
126192316,IEC 60870-5 ASDU,252
126292145,IEC 60870-5 ASDU,292
126292145,IEC 60870-5 ASDU,252
126392283,IEC 60870-5 ASDU,292
126392283,IEC 60870-5 ASDU,252
126433918,TCP,46
126492282,IEC 60870-5 ASDU,292
126492283,IEC 60870-5 ASDU,252
126592261,IEC 60870-5 ASDU,292
126592262,IEC 60870-5 ASDU,252
125291786,IEC 60870-5 ASDU,292
125291956,IEC 60870-5 ASDU,252
126802399,IEC 60870-5 ASDU,292
126802399,IEC 60870-5 ASDU,252
126834467,TCP,46
126891982,IEC 60870-5 ASDU,292
126891983,IEC 60870-5 ASDU,252
126992135,IEC 60870-5 ASDU,292
126992135,IEC 60870-5 ASDU,252
127092118,IEC 60870-5 ASDU,292
127092118,IEC 60870-5 ASDU,252
127192163,IEC 60870-5 ASDU,292
127192164,IEC 60870-5 ASDU,252
127234233,TCP,46
127292202,IEC 60870-5 ASDU,292
127292204,IEC 60870-5 ASDU,252
127392158,IEC 60870-5 ASDU,292
127392159,IEC 60870-5 ASDU,252
127492139,IEC 60870-5 ASDU,292
127492139,IEC 60870-5 ASDU,252
127592116,IEC 60870-5 ASDU,292
127592117,IEC 60870-5 ASDU,252
127634476,TCP,46
127702823,IEC 60870-5 ASDU,292
127702824,IEC 60870-5 ASDU,252
127792061,IEC 60870-5 ASDU,292
127792061,IEC 60870-5 ASDU,252
127891884,IEC 60870-5 ASDU,292
127891885,IEC 60870-5 ASDU,252
127991739,IEC 60870-5 ASDU,292
127991741,IEC 60870-5 ASDU,252
128034281,TCP,46
128102283,IEC 60870-5 ASDU,292
128102283,IEC 60870-5 ASDU,252
128191752,IEC 60870-5 ASDU,292
128191753,IEC 60870-5 ASDU,252
128291525,IEC 60870-5 ASDU,292
128291525,IEC 60870-5 ASDU,252
128392034,IEC 60870-5 ASDU,292
128392035,IEC 60870-5 ASDU,252
128434312,TCP,46
128502195,IEC 60870-5 ASDU,292
128502195,IEC 60870-5 ASDU,252
128592008,IEC 60870-5 ASDU,292
128592008,IEC 60870-5 ASDU,252
128692010,IEC 60870-5 ASDU,292
128692011,IEC 60870-5 ASDU,252
128792191,IEC 60870-5 ASDU,292
128792192,IEC 60870-5 ASDU,252
128834414,TCP,46
128891725,IEC 60870-5 ASDU,292
128891725,IEC 60870-5 ASDU,252
128991639,IEC 60870-5 ASDU,292
128991640,IEC 60870-5 ASDU,252
129092034,IEC 60870-5 ASDU,292
129092035,IEC 60870-5 ASDU,252
129191979,IEC 60870-5 ASDU,292
129191980,IEC 60870-5 ASDU,252
129234275,TCP,46
129291938,IEC 60870-5 ASDU,292
129291939,IEC 60870-5 ASDU,252
129391635,IEC 60870-5 ASDU,292
129391635,IEC 60870-5 ASDU,252
129491563,IEC 60870-5 ASDU,292
129491564,IEC 60870-5 ASDU,252
129591903,IEC 60870-5 ASDU,292
129591904,IEC 60870-5 ASDU,252
129634187,TCP,46
129691918,IEC 60870-5 ASDU,292
129691919,IEC 60870-5 ASDU,252
129791778,IEC 60870-5 ASDU,292
129791778,IEC 60870-5 ASDU,252
129891917,IEC 60870-5 ASDU,292
129891918,IEC 60870-5 ASDU,252
129991521,IEC 60870-5 ASDU,292
129991521,IEC 60870-5 ASDU,252
130034070,TCP,46
130091968,IEC 60870-5 ASDU,292
130091969,IEC 60870-5 ASDU,252
130191606,IEC 60870-5 ASDU,292
130191606,IEC 60870-5 ASDU,252
130291525,IEC 60870-5 ASDU,292
130291525,IEC 60870-5 ASDU,252
130391475,IEC 60870-5 ASDU,292
130391475,IEC 60870-5 ASDU,252
130434150,TCP,46
130491902,IEC 60870-5 ASDU,292
130491902,IEC 60870-5 ASDU,252
130591776,IEC 60870-5 ASDU,292
130591777,IEC 60870-5 ASDU,252
129291837,IEC 60870-5 ASDU,292
129291837,IEC 60870-5 ASDU,252
130791822,IEC 60870-5 ASDU,292
130791823,IEC 60870-5 ASDU,252
130833845,TCP,46
